question,answer_llm,answer_orig,document
"Are embeddings basically a kind of dimensionality reduction, or is that a different idea?","Embeddings are related to dimensionality reduction, but they are not exactly the same idea.

From the context: embeddings convert non-numerical data into numerical vectors while preserving meaning and context. Related concepts include the “vector space model” and “dimensionality reduction.”

So, in short:
- **Embedding** = representing data as a vector in a meaningful space
- **Dimensionality reduction** = reducing the number of dimensions/features

Sometimes embeddings can involve dimensionality reduction techniques, but embedding itself is the broader idea.","Embeddings refer to the process of converting non-numerical data into numerical data while preserving meaning and context. When similar non-numerical data is input into an embedding algorithm, it should yield similar numerical data. The proximity of these numerical values allows for the use of mathematical semantic similarity algorithms. Related concepts include the ""vector space model"" and ""dimensionality reduction.""",69430a79a8
"How do I get rid of the warning about ""multi-qa-mpnet-base-dot-v1"" being made on sentence-transformers v3.0.0 beta?","Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```

That should suppress the warning.","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
Is there a way to suppress the sentence-transformers version warning in Module 2 vector search?,"Yes. Upgrade `sentence-transformers` to version `3.0.0` or higher to suppress the warning:

```bash
pip install sentence-transformers>=3.0.0
```

","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
What should I install or upgrade if I keep seeing the model compatibility warning for multi-qa-mpnet-base-dot-v1?,"Upgrade `sentence-transformers` to version 3.0.0 or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why am I getting a warning that this model was made on sentence-transformers 3.0.0 beta, and how do I stop it?","You’re seeing that warning because the model was created with `sentence-transformers` **3.0.0 beta**, and your current version is older.  

To stop the warning, upgrade `sentence-transformers` to **3.0.0 or higher**:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Do I need a newer sentence-transformers version to avoid the ""made on v3.0.0 bet"" warning?","Yes. To suppress the warning, upgrade `sentence-transformers` to version `3.0.0` or higher:

```bash
pip install sentence-transformers>=3.0.0
```","To suppress the warning, upgrade `sentence-transformers` to version 3.0.0 or higher. You can do this by running the following command:

```bash
pip install sentence-transformers>=3.0.0
```",aa3f597424
"Why did the lesson use .dot(...) straight away for cosine similarity, but the homework asks us to normalize first?","In the lesson, `.dot(...)` worked directly because the embeddings were assumed to already be normalized to unit length, so dot product = cosine similarity.

In the homework, the embeddings you use are not normalized by default, so you need to normalize them first; otherwise the dot product is not cosine similarity.

","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"When can I treat a dot product as cosine similarity in vector search, and when do I need to normalize the vectors myself?","Use **dot product as cosine similarity only when the vectors are already normalized to unit length**.

- In the lesson, `.dot(...)` worked because the embedding model was assumed to return **normalized embeddings**, so  
  **dot product = cosine similarity**.
- In the homework, classic embeddings like **TF-IDF + SVD** are **not normalized by default**, so the dot product is **not** cosine similarity unless you **normalize the vectors yourself** first.

So:

- **Already normalized embeddings** → you can use dot product directly.
- **Not normalized embeddings** → normalize first, then use dot product.

If you want, I can also show the exact normalization formula or a small Python example.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Are the embeddings in the lesson already unit length, so .dot(...) works without extra steps?","Yes — in the lesson, the embeddings are assumed to already be unit length, so `.dot(...)` works directly and is equivalent to cosine similarity.

In the homework, that assumption doesn’t hold for the classic embeddings used there, so you need to normalize them first.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
Why doesn't .dot(...) equal cosine similarity for the TF-IDF + SVD vectors in the homework unless I normalize them?,"Because TF-IDF + SVD vectors are **not normalized by default**.

In the lesson, `.dot(...)` worked as cosine similarity because the model embeddings were already **unit-length normalized**, so:

- **dot product = cosine similarity**

But in the homework, your TF-IDF + SVD vectors can have different lengths. Then:

- **dot product ≠ cosine similarity**
- you must **normalize both vectors first** if you want cosine similarity

Cosine similarity depends on the **angle** between vectors, not their magnitude. Normalization removes the magnitude part, making the dot product equal to cosine similarity.","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"Is normalization only needed for classic embeddings, while model-encoded embeddings can be compared with a plain dot product?","No. Normalization is needed whenever your embeddings are **not already unit-length**.

From the context:

- **Model-encoded embeddings** can be compared with a plain dot product **if they are already normalized**. In that case, dot product = cosine similarity.
- **Classic embeddings** like **TF-IDF + SVD** are **not normalized by default**, so you need to normalize them manually before using dot product as cosine similarity.

So the rule is not “classic vs. model-encoded,” but rather:

- **Already normalized embeddings** → plain dot product works
- **Not normalized embeddings** → normalize first, then dot product or cosine similarity","In the lesson, `.dot(...)` was used under the assumption that the embeddings returned by the model (e.g., `model.encode(...)` from OpenAI) are already normalized to have unit length. In that case, the dot product is mathematically equivalent to cosine similarity.

In the homework, however, we use classic embeddings like TF-IDF + SVD, which are not normalized by default. This means that the dot product does not represent cosine similarity unless we manually normalize the vectors.",92cd22cada
"For vector search in this course, do I need to embed just the answer text, or is it better to embed the question too?","There’s no single right answer — it’s something to experiment with on your dataset.

The course suggests trying three options:

- embed the **answer text only**
- embed the **question only**
- embed **question + text** together

Often, **question + text** gives the best results, but it’s a bit longer and slightly more costly. The best choice is the one with the best hit rate / MRR on your ground-truth set.

","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"What’s the difference between embedding only the question, only the answer, or combining both fields for search?","There’s no single best choice — it depends on your dataset and you should test all three.

- **Embed the question only**: good when user queries are close to the stored question wording.
- **Embed the answer only**: good because the embedding model can still capture the semantic relationship between a question and its answer.
- **Embed both question + answer**: often works best, but the input is longer, so it costs a bit more.

The right way to choose is to compare **hit rate / MRR** on your ground-truth set and pick whichever performs best.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Is there a recommended choice for what to embed in vector search, or is this something I should test on my own data?","There’s **no single recommended choice**. It’s something you should **test on your own data**.

The course suggests trying these three options:

- **Embed the answer (`text`) only**
- **Embed the question only**
- **Embed `question + "" "" + text`** — often the best, but a bit longer and slightly more costly

The best choice is the one that gives the best **hit rate / MRR** on your ground-truth set.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"Why would `question + text` sometimes work better for retrieval, even though it makes the input longer and more expensive?","`question + text` can work better because it gives the embedding model more context about what the text is *about*.

Why that helps:
- The **question** adds the user’s intent and the likely search phrasing.
- The **text** provides the actual content and semantics.
- Together, they often make the vector more likely to match real user queries, especially when the answer text alone is too short, generic, or uses different wording than the query.

So even though it’s longer and slightly more expensive, it can improve retrieval quality and hit rate/MRR on your dataset.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
How should I decide which embedding setup is best for my dataset — should I look at hit rate or MRR?,"Use both, but if you want one default, **MRR is usually the better choice for deciding between embedding setups**.

From the course:

- For embedding choices, you should **compare retrieval metrics on a ground-truth set**
- The suggested metrics include **hit rate, precision@k, recall@k, and MRR**
- The course explicitly says to **pick whichever gives the best hit rate / MRR on your ground-truth set**

A practical rule of thumb:

- **Hit rate**: good if you only care whether the right item appears anywhere in the top-k
- **MRR**: better if the **rank** of the correct item matters, because it rewards getting it earlier in the list

So for choosing an embedding setup, I’d use:

1. **Hit rate@k** to see whether the right result is retrieved at all
2. **MRR** to break ties and prefer setups that rank the right result higher

If you want, I can also explain when **precision@k** or **recall@k** would be better.","There's no single right answer — it's an experiment to run on your dataset. The course shows three options:

- Embed the answer (`text`) only — works because the model captures semantic similarity between questions and their answers.
- Embed the question only — works because user queries look like the indexed questions.
- Embed `question + "" "" + text` — often the best, but produces longer input and slightly more cost.

Pick whichever gives the best hit rate / MRR on your ground-truth set. The course materials include a side-by-side comparison.",5c4a8d2e60
"How does cosine similarity measure how alike two vectors are, especially in text search?","Cosine similarity measures how aligned two vectors are by looking at the **angle between them**, not their raw size.

- If two vectors point in the **same direction**, cosine similarity is **1**.
- If they are **unrelated/orthogonal**, it is **0**.
- If they point in **opposite directions**, it is **-1**.

In text search, documents and queries are turned into vectors, and cosine similarity tells you how similar their **content** is based on the direction of those vectors. It’s useful because it focuses on the pattern of terms rather than document length. When vectors are normalized to unit length, cosine similarity is just the **dot product**, which makes search efficient.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why is cosine similarity so commonly used when comparing documents or embeddings?,"Cosine similarity is commonly used because it measures **how aligned two vectors are**, not how large they are. For documents or embeddings, that means it focuses on **semantic similarity** rather than vector magnitude.

In practice, it’s popular because:

- **It works well for text data**, where direction matters more than length.
- **Normalized embeddings make it efficient**: if vectors have unit length, cosine similarity is just the **dot product**.
- It’s a natural fit for **high-dimensional vector spaces**, which is what embeddings usually live in.

So, cosine similarity is used because it gives a simple, effective way to compare meaning between documents or embeddings.","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"What does a cosine similarity score of 1, 0, or -1 actually mean?","A cosine similarity score means:

- **1**: the vectors point in the **same direction** — they are as similar as possible.
- **0**: the vectors are **orthogonal** — no similarity.
- **-1**: the vectors point in **opposite directions** — completely opposite.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"Can cosine similarity work on any vectors, or only on non-zero ones?","Cosine similarity is defined for two **non-zero vectors**. If a vector is zero, the cosine is undefined because you can’t normalize a zero-length vector.

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
"In vector search, why do we compare the angle between word count or TF-IDF vectors instead of their raw values?","We compare the **angle** because cosine similarity measures **how similar the direction of the vectors is**, not how large they are.

For word count or TF-IDF vectors, the raw values can be affected by document length or overall term frequency. Two documents may use similar words in similar proportions but have very different counts. Using the angle makes the comparison focus on the **pattern of word usage**, not the absolute magnitude.

In short:

- **Raw values**: influenced by document length and scale
- **Angle / cosine similarity**: measures content similarity based on direction
- **Result**: documents with similar meaning get a high score even if one is much longer

","Cosine similarity is a measure used to calculate the similarity between two non-zero vectors, often used in text analysis to determine how similar two documents are based on their content. This metric computes the cosine of the angle between two vectors, which are typically word counts or TF-IDF values of the documents. The cosine similarity value ranges from -1 to 1, where 1 indicates that the vectors are identical, 0 indicates that the vectors are orthogonal (no similarity), and -1 represents completely opposite vectors.",db78580409
Why does cosine similarity become just a dot product once the vectors are normalized?,"Because once vectors are normalized to unit length, their magnitudes are 1, so cosine similarity

\[
\cos(\theta) = \frac{a \cdot b}{\|a\|\|b\|}
\]

becomes

\[
\cos(\theta) = a \cdot b
\]

since \(\|a\| = \|b\| = 1\).

So normalization removes the length term, and cosine similarity is just the dot product.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"If both the query and document embeddings are unit vectors, why can we use matrix multiplication to get cosine scores?","Because for unit vectors, cosine similarity equals the dot product. So if both the query and document embeddings are normalized to length 1, matrix multiplication can be used to compute all dot products efficiently, and those dot products are the cosine scores.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
What changes in cosine similarity when all embeddings are normalized to length 1?,"When all embeddings are normalized to length 1, cosine similarity becomes just the dot product between the vectors.

So:

- the vector lengths no longer affect the result
- cosine similarity can be computed efficiently with matrix multiplication
- values depend only on the angle/alignment between vectors

","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
How does normalizing vectors make cosine similarity fast to compute with a matrix multiply?,"Normalizing vectors to unit length removes their magnitude, so cosine similarity becomes just the dot product:

- cosine similarity normally is `dot(a, b) / (||a|| ||b||)`
- if `a` and `b` are normalized, then `||a|| = ||b|| = 1`
- so it simplifies to `dot(a, b)`

That means you can compute similarity for many documents at once with a matrix multiply between the normalized embedding matrix and the normalized query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
Why is cosine similarity equivalent to multiplying the embedding matrix by the query vector after normalization?,"Because once the embeddings and the query are normalized to unit length, their magnitudes are removed from the equation. Cosine similarity then depends only on the angle between vectors, and it becomes exactly the dot product.

So if you stack all document embeddings into a matrix, you can compute:

- one query vector
- dotted against every normalized embedding

in a single matrix multiplication. That is why cosine similarity is equivalent to multiplying the embedding matrix by the normalized query vector.","Cosine similarity measures how aligned two vectors are, regardless of their magnitude. When all vectors (including the query) are normalized to unit length, their magnitudes no longer matter. In this case, cosine similarity is equivalent to simply taking the dot product between the query and each document embedding. This allows us to compute similarities efficiently using matrix multiplication.",95feb4e75b
"For Module 2, do I have to make another GitHub repo, or can I just spin up a fresh codespace from the repo I already have?","Just a new codespace. You can create it from your existing repository, so you don’t need another GitHub repo.

It’s recommended to keep Module 2 in a separate codespace because the vector-search dependencies are heavier.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does the course say to use a separate codespace for the vector search part instead of keeping everything in the Module 1 workspace?,"Because the Module 2 vector-search dependencies are fairly heavy. The course recommends isolating them in a separate codespace so you can stop or delete that environment when you’re done, instead of leaving the extra weight in your Module 1 workspace.

It also keeps Module 1 cleaner and avoids mixing the setups.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"If I create a new codespace for Module 2, is there any reason I should not reuse the same GitHub repository?","No. You can reuse the same GitHub repository for Module 2.

You only need a **new codespace**, not a new repo. The reason to keep Module 2 in a separate codespace is mainly to isolate the heavier vector-search dependencies, so you can stop or delete that environment without affecting your Module 1 setup.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"What’s the difference here between a codespace and a repository, and which one do I actually need to create for Module 2?","A **repository** is the GitHub project that stores your code. A **codespace** is the development environment created from that repository.

For **Module 2**, you need **just a new codespace**, **not** a new GitHub repo. Use a separate codespace because the vector-search dependencies are heavier, and you can stop or delete that codespace when you’re done.

Also, commit your work to your existing repository in case you delete the Module 2 codespace later.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
"Since the Module 2 setup can be deleted later, do I need to commit my work somewhere so I don’t lose it?","Yes — commit and push your work to your GitHub repository.

Even though the Module 2 codespace can be deleted later, the repository is what keeps your work safe. Uncommitted changes may survive a stop/start, but they can be lost if you delete or recreate the codespace.","Just a new codespace. A codespace is an environment (see *Can I run the course locally instead of Codespaces?*); you create it from your existing repository, so you don't need a new GitHub repo.

Use a separate codespace for Module 2 because the vector-search dependencies are fairly heavy. Keeping them isolated means you can simply stop or delete that codespace when you're done, rather than leaving the extra weight in your Module 1 environment. Setup is quick.

Since you may delete this codespace later, commit your work to your repository (see *What happens to code saved in Codespaces if I do not commit it?*).",1e829a8c6f
Why does download.py stay stuck at 0% when pulling model.onnx from HuggingFace?,"This can happen due to a slow or blocked connection to HuggingFace’s CDN.

Fix it by downloading the file directly in your browser:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it here:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally before trying to download it again, so once it’s there, it should skip past the download step.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
What should I do if the model download never moves past 0% in download.py?,"If `download.py` never moves past `0%`, it’s usually because the connection to HuggingFace’s CDN is slow or blocked.

Fix it by downloading the file manually in your browser:

1. Open:  
   https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

2. Save it to:  
   `models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, run `download.py` again — it will detect the file already exists locally and skip the download.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Is there a way to bypass the HuggingFace download in download.py and add model.onnx manually?,"Yes. You can bypass the HuggingFace download by placing the file manually where `download.py` expects it.

For this project, save the file here:

```bash
models/Xenova/all-MiniLM-L6-v2/model.onnx
```

The script checks whether the file already exists locally, so if `model.onnx` is there, it will skip downloading it again.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Where can I get model.onnx directly if the script keeps hanging on download?,"You can download `model.onnx` directly from your browser here:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

Once it’s there, the script should detect the local file and skip re-downloading.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why does the downloader keep waiting forever, and will it skip the file if I place model.onnx in the right folder first?","The downloader keeps waiting because the connection to HuggingFace’s CDN may be slow or blocked.

If you put `model.onnx` in the correct local folder first, it should skip downloading and continue right away. The expected path is:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally before trying to download it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"Why do the matrix dot product and the for-loop version of vector search not match exactly, even though they’re doing the same thing?","They don’t match exactly because of **floating-point precision**, not because the math is different.

- `X.dot(v_query)` uses optimized low-level BLAS code.
- The for-loop adds the products sequentially in Python.
- These two methods sum the same values in a slightly different order.
- Since floating-point addition is **not perfectly associative**, tiny rounding differences can appear in the last decimal places.

So the results are effectively the same, just not bit-for-bit identical. Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
I compared `X.dot(v_query)` with a loop and got tiny differences — is that a bug or just floating-point stuff?,"It’s just floating-point stuff, not a bug.

`X.dot(v_query)` and the loop compute the same dot products, but they sum the numbers in a different order. Because floating-point addition isn’t perfectly associative, you can get tiny differences in the last decimal places.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

So if the difference is tiny, that’s expected.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Why can `np.allclose(scores, scores_loop)` still return `False` when both methods should compute the same vector search scores?","`np.allclose(scores, scores_loop)` can still return `False` because the two methods may accumulate floating-point errors in a different order.

Even though `X.dot(v_query)` and the for-loop compute the same dot products mathematically, floating-point addition is not perfectly associative, so tiny differences can appear in the last few decimal places. Under the hood, the matrix multiplication may also use optimized BLAS routines that sum values differently from a Python loop.

Use a tolerance when comparing:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If you want, I can also explain why `allclose` might fail even when the vectors look identical when printed.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"Does BLAS compute dot products differently from a Python loop, and can that change the last digits of the result?","Yes. BLAS can sum the products in a different order than a Python loop, so the floating-point rounding can differ slightly. That can change the last few digits of the result, even though the dot product is mathematically the same.

So it’s normal if `X.dot(v)` and a loop version are not exactly equal; use a tolerance like `np.allclose(..., atol=1e-5)` instead of expecting exact matching.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
